fold_id,cv_tag,html_id,sent_id,text,tag
9,cv995,21821,33,"there are no cliches except for the fact that this is the most original , inventie , witty , and smart movie i've seen in a long time .",pos
6,cv665,29538,29,"this is all somehow connected to heaven and hell somehow filling up and overflowing "" like a computer disk . """,pos
4,cv468,15228,14,demille took over three and a half hours in order to do it justice .,pos
6,cv653,19583,25,"but here the fianc ? is a decent , ordinary guy , and although slim would like to feel anger , he cannot .",pos
3,cv341,24430,12,"roman general maximus ( russell crowe ) has conquered yet another group of barbarians for his emperor marcus aurelius ( richard harris ) , and he is eager to retire to his plantation in spain where his wife and son are waiting .",pos
5,cv554,13151,40,""" well , there's mr . myagi . . . """,pos
9,cv902,12256,19,"subtle and not-quite-subtle allusions are made ( a poster of jules et jim hangs prominently on the wall ) , and secrets are revealed which barrel the film toward an uncompelling weepy finale .",pos
6,cv699,7223,21,"inevitably they become caught up in a huge crime , and unbeknown to them , are tracked across the country by the fbi .",pos
1,cv127,14711,17,"predictably , the attendant ends up coaxing her into the main building to sort out a problem with the credit card company .",pos
2,cv271,13837,15,maggie follows lucas outside of the pep rally .,pos
6,cv657,24513,2,the other was _the thirteenth floor_ .,pos
9,cv902,12256,13,"though at this point i almost hoped the film would transform into a one-man show -- a typical afternoon in the life of blake , if you will -- carla , and then lou , reveal themselves , and the sparks begin to fly .",pos
0,cv058,8025,1,"great wit , great art , and a great villain ( james woods as hades , lord of the underworld and local lounge act ) can't quite stifle the yawns induced by a bland hero , his colorfully monotonous sidekick ( danny devito as the satyrical trainer phil ) , and a largely unremarkable soundtrack .",pos
1,cv111,11473,1,instead it turns out to be a hilarious film running in high gear from beginning to end .,pos
9,cv935,23841,2,"then , it was going to be "" you too can believe wood sprites can fly "" .",pos
3,cv301,12146,21,"life and color maybe , but this is not close's best role .",pos
7,cv700,21947,43,she brought the talent with her that one would expect from an oscar winner .,pos
0,cv080,13465,3,"let's just say that when one partner asks the other partner to strip to his boxer shorts and then further asks him to run out into the middle of the road , flapping his arms while feverishly cackling like a chicken just to create a distraction , his partner actually does it !",pos
7,cv709,10529,29,"secondly , if you are not in the mood to see a very depressing film , don't see it .",pos
0,cv042,10982,48,"it doesn't just happen ; it takes a good script , good acting , and good direction .",pos
3,cv311,16002,7,it creates a world so completely realistic that everything that occurs is as memorable as the little instances of life that catch your attention and stay with you for the rest of your life .,pos
5,cv501,11657,107,it's definitely not for those under 18 !,pos
9,cv937,9811,0,"synopsis : as a response to accusations of sexual prejudice in the armed forces , a female naval intelligence officer is chosen to be a test case .",pos
2,cv258,5792,32,* * * * * perfection .,pos
9,cv922,10073,51,"i don't condone sex and nudity in films , but if its there , i might as well enjoy it .",pos
9,cv951,10926,21,"with the subject matter , you might not expect the fully monty to be such a feel-good , almost inspiring film , but it surprisingly turns out that way .",pos
4,cv494,17389,13,"and the film doesn't consistently question the military spirit as kubrick does in "" paths of glory "" .",pos
7,cv797,6957,1,"i didn't particulary like radio days , the purple rose of cairo , play it again , sam .",pos
0,cv042,10982,8,"first he's a janitor , then he works construction .",pos
8,cv828,19831,17,"but in a teen-dominated movie , the best performance comes from comedian eugene levy ( of television's sctv ) , who is unexpectedly brilliant as jim's uneasy father .",pos
9,cv977,4938,14,richard gere does a fairly good job .,pos
6,cv678,13419,6,"the violence of the battles in the film are admittedly sanitized -- the imagery of a pillaged village , neatly encapsulated in the form of a child's discarded doll , is in itself no more harrowing than luke discovering his fallen guardians in star wars , and mulan's later heroics in dispatching of the ruthless invaders is done so in the most tidy , bloodless method imaginable -- yet how often does a hollywood animated film , long considered as the last safe refuge for the innocent , dare touch upon the consequential horrors of war in such a provocative manner ?",pos
0,cv047,1754,7,"unlike many comedies this film tries , and succeeds , in getting past the stage of doing anything for a laugh .",pos
5,cv569,26381,2,in fact it's not even a comedy .,pos
9,cv970,18450,1,there is an overarching galactic united nations-type organization called the senate presided by a weak chancellor .,pos
5,cv578,15094,19,"the film boasts some fine comic creativity , the pinnacle of which is disco dottie ( "" the wedding singer "" 's ellen dow ) , an elderly dancing queen who plays the loving grandmother in public , but slides up to shane behind 54's closed doors and asks for a "" funky little treat . """,pos
0,cv046,10188,21,"he can jump on the beds , watch r-rated movies , eat gobs of ice cream and potato chips , and dig through his big brother's secret box .",pos
2,cv278,13041,37,the cops won't lift a finger to help a liberal attorney .,pos
1,cv162,10424,43,"but hey , as rose mcgowan's character said in the first film : "" no , please don't kill me , mr . ghostface -- i want to be in the sequel ! """,pos
3,cv370,5221,19,""" and i don't remember that scene . """,pos
3,cv392,11458,0,the first thing you notice about this movie is that it's cold .,pos
0,cv030,21593,5,"bethany is joined on her road trip to the garden state by the "" prophets "" jay ( jason mewes ) and silent bob ( kevin smith , doing double-duty ) , the slacker minstrels who have appeared in all of smith's films thus far .",pos
7,cv733,9839,8,"in this case , the arrival of the now ubiquitous videocassette .",pos
1,cv177,10367,15,the exaggerated setup has lesly and marty arriving at the family's out of the way mansion during a thanksgiving day hurricane .,pos
7,cv737,28907,14,he is abandoned and alone .,pos
9,cv958,12162,1,"bille august's high-profile adaptation of victor hugo's classic les miserables delivers everything one would expect from a classy hollywood epic--handsome production values , strong performances by a top-notch cast , a literate screenplay--with one critically missing element : emotional sweep .",pos
3,cv375,9929,22,"afterwards you can reflect on individual images , visions , and people .",pos
7,cv726,4719,13,"also there are cameos from kenneth connor and peter butterworth , who plays barbara's father .",pos
1,cv199,9629,49,i give titanic 3 stars ( .,pos
7,cv755,23616,14,this is the chow yun-fat that hong kong cinema has been in love with for nearly twenty years .,pos
